"mdy","year","month","day","mintemp","maxtemp","new","meltin","meltmm","total","pack","rainin","rainmm"
29642,1981,2,25,-17,1.5,0,0,0,342,54,NA,NA
29643,1981,2,26,-16.5,-6.5,7,0.12,3.048,349,60,NA,NA
29644,1981,2,27,-20,-1.5,3,0.06,1.524,352,58,NA,NA
29645,1981,2,28,-19.5,1.5,0,0,0,352,56,NA,NA
29646,1981,3,1,-15.5,-1.5,0,0,0,352,55,NA,NA
29647,1981,3,2,-12.5,-4,8,0.17,4.318,360,61,NA,NA
29648,1981,3,3,-13,-5.5,7,0.15,3.81,367,65,NA,NA
29649,1981,3,4,-10.5,-1.5,2,0.07,1.778,369,60,NA,NA
29650,1981,3,5,-20.5,-2.5,0,0,0,369,59,NA,NA
29651,1981,3,6,-16.5,-3.5,4,0.08,2.032,373,61,NA,NA
29652,1981,3,7,-12.5,-4.5,0,0,0,373,60,NA,NA
29653,1981,3,8,-15,-3.5,0,0,0,373,60,NA,NA
29654,1981,3,9,-21,-2.5,0,0,0,373,60,NA,NA
29655,1981,3,10,-19.5,-2.5,4,0.09,2.286,377,61,NA,NA
29656,1981,3,11,-16.5,-3,0,0,0,377,60,NA,NA
29657,1981,3,12,-11.5,-2.5,9,0.22,5.588,386,62,NA,NA
29658,1981,3,13,-16.5,-3,0,0,0,386,61,NA,NA
29659,1981,3,14,-17,-0.5,0,0,0,386,61,NA,NA
29660,1981,3,15,-18,0.5,0,0,0,386,60,NA,NA
29661,1981,3,16,-18.5,1,0,0,0,386,59,NA,NA
29662,1981,3,17,-18,-8.5,31,0.96,24.384,417,85,NA,NA
29663,1981,3,18,-21,-3,0,0,0,417,81,NA,NA
29664,1981,3,19,-19.5,1,0,0,0,417,74,NA,NA
29665,1981,3,20,-9.5,-5,10,0.24,6.096,427,81,NA,NA
29666,1981,3,21,-10.5,-4.5,14,0.44,11.176,441,85,NA,NA
29667,1981,3,22,-17,0.5,0,0,0,441,78,NA,NA
29668,1981,3,23,-15,1.5,0,0,0,441,74,NA,NA
29669,1981,3,24,-12,-4,16,0.32,8.128,457,86,NA,NA
29670,1981,3,25,-22.5,2,0,0,0,457,79,NA,NA
29671,1981,3,26,-10,3,0,0,0,457,75,NA,NA
29672,1981,3,27,-16,-6.5,19,0.35,8.89,476,86,NA,NA
29673,1981,3,28,-20,-4.5,2,0.04,1.016,478,82,NA,NA
29674,1981,3,29,-12,-1,2,0.04,1.016,480,79,NA,NA
29675,1981,3,30,-13.5,-4.5,12,0.26,6.604,492,89,NA,NA
29676,1981,3,31,-15.5,-5.5,1,0.03,0.762,493,86,NA,NA
29677,1981,4,1,-21,2,0,0,0,493,86,NA,NA
29678,1981,4,2,-13,4.5,0,0,0,793,79,NA,NA
29679,1981,4,3,-12,-7,39,0.94,23.876,532,109,NA,NA
29680,1981,4,4,-19,-9,3,0.07,1.778,535,103,NA,NA
29681,1981,4,5,-25,-1,2,0.05,1.27,537,97,NA,NA
29682,1981,4,6,-18,4.5,0,0,0,537,89,NA,NA
29683,1981,4,7,-10,1.5,0,0,0,537,88,NA,NA
29684,1981,4,8,-8.5,-3,17,0.37,9.398,554,92,NA,NA
29685,1981,4,9,-12.5,6.5,0,0,0,554,87,NA,NA
29686,1981,4,10,-10,7.5,0,0,0,554,82,NA,NA
29687,1981,4,11,-9.5,5.5,0,0,0,554,78,NA,NA
29688,1981,4,12,-9.5,6.5,0,0,0,554,75,NA,NA
29689,1981,4,13,-5.5,5,0,0,0,554,73,NA,NA
29690,1981,4,14,-9.5,3.5,0,0,0,554,69,NA,NA
29691,1981,4,15,-3.5,3.5,2,0.02,0.508,556,68,0.01,0.254
29692,1981,4,16,-5,7,0,0,0,556,64,NA,NA
29693,1981,4,17,-8.5,8.5,0,0,0,556,59,NA,NA
29694,1981,4,18,-6,8.5,0,0,0,556,54,NA,NA
29695,1981,4,19,-3.5,7,0,0,0,556,47,0.08,2.032
29696,1981,4,20,-8.5,4,1,0.01,0.254,557,43,NA,NA
29697,1981,4,21,-9,4.5,0,0,0,557,38,NA,NA
29698,1981,4,22,-8.5,2.5,7,0.2,5.08,564,35,NA,NA
29699,1981,4,23,-11,7.5,0,0,0,564,28,NA,NA
29700,1981,4,24,-7.5,10,0,0,0,564,24,NA,NA
29701,1981,4,25,-7,11,0,0,0,564,17,NA,NA
29702,1981,4,26,-6.5,10,0,0,0,564,10,NA,NA
29703,1981,4,27,-4.5,9,0,0,0,564,6,NA,NA
29704,1981,4,28,-5.5,10.5,0,0,0,564,2,NA,NA
29705,1981,4,29,-6.5,12.5,0,0,0,564,0,NA,NA
29706,1981,4,30,-6,14,0,0,0,564,0,NA,NA
29707,1981,5,1,-6,12.5,0,0,0,564,0,NA,NA
29708,1981,5,2,-3.5,10,0,0,0,564,0,NA,NA
29709,1981,5,3,-0.5,8.5,2,0.14,3.556,566,0,0.78,19.812
29710,1981,5,4,-3,11,0,0,0,566,0,0.38,9.652
29711,1981,5,5,-3,10,3,0.09,2.286,569,1,NA,NA
29712,1981,5,6,-1,7,4,0.16,4.064,573,0,NA,NA
29713,1981,5,7,-5,4.5,0,0,0,573,0,NA,NA
29714,1981,5,8,-6.5,2,6,0.12,3.048,579,3,NA,NA
29715,1981,5,9,-6,5,3,0.05,1.27,582,0,NA,NA
29716,1981,5,10,-7.5,9,0,0,0,582,0,NA,NA
29717,1981,5,11,-4,3,11,0.21,5.334,593,4,NA,NA
29718,1981,5,12,-5,2,20,0.41,10.414,613,16,NA,NA
29719,1981,5,13,-9,6,1,0.02,0.508,614,2,NA,NA
29720,1981,5,14,-6,12.5,0,0,0,614,0,NA,NA
29721,1981,5,15,-1,6.5,3,0.06,1.524,617,1,NA,NA
29722,1981,5,16,-1.5,6,7,0.21,5.334,624,0,NA,NA
29723,1981,5,17,-1.5,4,4,0.07,1.778,628,0,NA,NA
29724,1981,5,18,0,11,1,0.02,0.508,629,0,NA,NA
29725,1981,5,19,-2,14,0,0,0,629,0,NA,NA
29726,1981,5,20,2.5,12,0,0,0,629,0,0.07,1.778
29727,1981,5,21,-3,5,9,0.14,3.556,638,2,NA,NA
29728,1981,5,22,-4,7,9,0.12,3.048,647,0,NA,NA
29729,1981,5,23,-1,11.5,0,0,0,647,0,NA,NA
29730,1981,5,24,-2.5,13.5,0,0,0,647,0,NA,NA
29731,1981,5,25,-1,12,0,0,0,647,0,NA,NA
29732,1981,5,26,0,13,0,0,0,647,0,0.12,3.048
29733,1981,5,27,4,14.5,0,0,0,647,0,0.05,1.27
29734,1981,5,28,2,15.5,0,0,0,647,0,0.22,5.588
29735,1981,5,29,1,14.5,0,0,0,647,0,0.17,4.318
29736,1981,5,30,2.5,16.5,0,0,0,647,0,0.1,2.54
29737,1981,5,31,1,11,0,0,0,647,0,0.49,12.446
29738,1981,6,1,NA,NA,0,0,0,647,0,NA,NA
29739,1981,6,2,NA,NA,0,0,0,647,0,NA,NA
29740,1981,6,3,NA,NA,0,0,0,647,0,NA,NA
29741,1981,6,4,NA,NA,0,0,0,647,0,NA,NA
29742,1981,6,5,NA,NA,0,0,0,647,0,NA,NA
29743,1981,6,6,NA,NA,0,0,0,647,0,NA,NA
29744,1981,6,7,NA,NA,0,0,0,647,0,NA,NA
29745,1981,6,8,NA,NA,0,0,0,647,0,NA,NA
29746,1981,6,9,NA,NA,0,0,0,647,0,NA,NA
29747,1981,6,10,NA,NA,0,0,0,647,0,NA,NA
29748,1981,6,11,NA,NA,0,0,0,647,0,NA,NA
29749,1981,6,12,NA,NA,0,0,0,647,0,NA,NA
29750,1981,6,13,NA,NA,0,0,0,647,0,NA,NA
29751,1981,6,14,NA,NA,0,0,0,647,0,NA,NA
29752,1981,6,15,NA,NA,0,0,0,647,0,NA,NA
29753,1981,6,16,NA,NA,0,0,0,647,0,NA,NA
29754,1981,6,17,NA,NA,0,0,0,647,0,NA,NA
29755,1981,6,18,NA,NA,0,0,0,647,0,NA,NA
29756,1981,6,19,NA,NA,0,0,0,647,0,NA,NA
29757,1981,6,20,NA,NA,0,0,0,647,0,NA,NA
29758,1981,6,21,NA,NA,0,0,0,647,0,NA,NA
29759,1981,6,22,NA,NA,0,0,0,647,0,NA,NA
29760,1981,6,23,NA,NA,0,0,0,647,0,NA,NA
29761,1981,6,24,NA,NA,0,0,0,647,0,NA,NA
29762,1981,6,25,NA,NA,0,0,0,647,0,NA,NA
29763,1981,6,26,NA,NA,0,0,0,647,0,NA,NA
29764,1981,6,27,NA,NA,0,0,0,647,0,NA,NA
29765,1981,6,28,NA,NA,0,0,0,647,0,NA,NA
29766,1981,6,29,NA,NA,0,0,0,647,0,NA,NA
29767,1981,6,30,NA,NA,0,0,0,647,0,NA,NA
29768,1981,7,1,NA,NA,0,0,0,647,0,NA,NA
29769,1981,7,2,NA,NA,0,0,0,647,0,NA,NA
29770,1981,7,3,NA,NA,0,0,0,647,0,NA,NA
29771,1981,7,4,NA,NA,0,0,0,647,0,NA,NA
29772,1981,7,5,NA,NA,0,0,0,647,0,NA,NA
29773,1981,7,6,NA,NA,0,0,0,647,0,NA,NA
29774,1981,7,7,NA,NA,0,0,0,647,0,NA,NA
29775,1981,7,8,NA,NA,0,0,0,647,0,NA,NA
29776,1981,7,9,NA,NA,0,0,0,647,0,NA,NA
29777,1981,7,10,NA,NA,0,0,0,647,0,NA,NA
29778,1981,7,11,NA,NA,0,0,0,647,0,NA,NA
29779,1981,7,12,NA,NA,0,0,0,647,0,NA,NA
29780,1981,7,13,NA,NA,0,0,0,647,0,NA,NA
29781,1981,7,14,NA,NA,0,0,0,647,0,NA,NA
29782,1981,7,15,NA,NA,0,0,0,647,0,NA,NA
29783,1981,7,16,NA,NA,0,0,0,647,0,NA,NA
29784,1981,7,17,NA,NA,0,0,0,647,0,NA,NA
29785,1981,7,18,NA,NA,0,0,0,647,0,NA,NA
29786,1981,7,19,NA,NA,0,0,0,647,0,NA,NA
29787,1981,7,20,NA,NA,0,0,0,647,0,NA,NA
29788,1981,7,21,NA,NA,0,0,0,647,0,NA,NA
29789,1981,7,22,NA,NA,0,0,0,647,0,NA,NA
29790,1981,7,23,NA,NA,0,0,0,647,0,NA,NA
29791,1981,7,24,NA,NA,0,0,0,647,0,NA,NA
29792,1981,7,25,NA,NA,0,0,0,647,0,NA,NA
29793,1981,7,26,NA,NA,0,0,0,647,0,NA,NA
29794,1981,7,27,NA,NA,0,0,0,647,0,NA,NA
29795,1981,7,28,NA,NA,0,0,0,647,0,NA,NA
29796,1981,7,29,NA,NA,0,0,0,647,0,NA,NA
29797,1981,7,30,NA,NA,0,0,0,647,0,NA,NA
29798,1981,7,31,NA,NA,0,0,0,647,0,NA,NA
29799,1981,8,1,NA,NA,0,0,0,647,0,NA,NA
29800,1981,8,2,NA,NA,0,0,0,647,0,NA,NA
29801,1981,8,3,NA,NA,0,0,0,647,0,NA,NA
29802,1981,8,4,NA,NA,0,0,0,647,0,NA,NA
29803,1981,8,5,NA,NA,0,0,0,647,0,NA,NA
29804,1981,8,6,NA,NA,0,0,0,647,0,NA,NA
29805,1981,8,7,NA,NA,0,0,0,647,0,NA,NA
29806,1981,8,8,NA,NA,0,0,0,647,0,NA,NA
29807,1981,8,9,NA,NA,0,0,0,647,0,NA,NA
29808,1981,8,10,NA,NA,0,0,0,647,0,NA,NA
29809,1981,8,11,NA,NA,0,0,0,647,0,NA,NA
29810,1981,8,12,NA,NA,0,0,0,647,0,NA,NA
29811,1981,8,13,NA,NA,0,0,0,647,0,NA,NA
29812,1981,8,14,NA,NA,0,0,0,647,0,NA,NA
29813,1981,8,15,NA,NA,0,0,0,647,0,NA,NA
29814,1981,8,16,NA,NA,0,0,0,647,0,NA,NA
29815,1981,8,17,NA,NA,0,0,0,647,0,NA,NA
29816,1981,8,18,NA,NA,0,0,0,647,0,NA,NA
29817,1981,8,19,NA,NA,0,0,0,647,0,NA,NA
29818,1981,8,20,NA,NA,0,0,0,647,0,NA,NA
29819,1981,8,21,NA,NA,0,0,0,647,0,NA,NA
29820,1981,8,22,NA,NA,0,0,0,647,0,NA,NA
29821,1981,8,23,NA,NA,0,0,0,647,0,NA,NA
29822,1981,8,24,NA,NA,0,0,0,647,0,NA,NA
29823,1981,8,25,NA,NA,0,0,0,647,0,NA,NA
29824,1981,8,26,NA,NA,0,0,0,647,0,NA,NA
29825,1981,8,27,NA,NA,0,0,0,647,0,NA,NA
29826,1981,8,28,NA,NA,0,0,0,647,0,NA,NA
29827,1981,8,29,NA,NA,0,0,0,647,0,NA,NA
29828,1981,8,30,NA,NA,0,0,0,647,0,NA,NA
29829,1981,8,31,NA,NA,0,0,0,647,0,NA,NA
29830,1981,9,1,NA,NA,0,0,0,0,0,NA,NA
29831,1981,9,2,NA,NA,0,0,0,0,0,NA,NA
29832,1981,9,3,NA,NA,0,0,0,0,0,NA,NA
29833,1981,9,4,NA,NA,0,0,0,0,0,NA,NA
29834,1981,9,5,NA,NA,0,0,0,0,0,NA,NA
29835,1981,9,6,NA,NA,0,0,0,0,0,NA,NA
29836,1981,9,7,NA,NA,0,0,0,0,0,NA,NA
29837,1981,9,8,NA,NA,0,0,0,0,0,NA,NA
29838,1981,9,9,NA,NA,0,0,0,0,0,NA,NA
29839,1981,9,10,NA,NA,0,0,0,0,0,NA,NA
29840,1981,9,11,NA,NA,0,0,0,0,0,NA,NA
29841,1981,9,12,NA,NA,0,0,0,0,0,NA,NA
29842,1981,9,13,NA,NA,0,0,0,0,0,NA,NA
29843,1981,9,14,NA,NA,0,0,0,0,0,NA,NA
29844,1981,9,15,NA,NA,0,0,0,0,0,NA,NA
29845,1981,9,16,NA,NA,0,0,0,0,0,NA,NA
29846,1981,9,17,NA,NA,0,0,0,0,0,NA,NA
29847,1981,9,18,NA,NA,0,0,0,0,0,NA,NA
29848,1981,9,19,NA,NA,0,0,0,0,0,NA,NA
29849,1981,9,20,NA,NA,0,0,0,0,0,NA,NA
29850,1981,9,21,NA,NA,0,0,0,0,0,NA,NA
29851,1981,9,22,NA,NA,0,0,0,0,0,NA,NA
29852,1981,9,23,NA,NA,0,0,0,0,0,NA,NA
29853,1981,9,24,NA,NA,0,0,0,0,0,NA,NA
29854,1981,9,25,NA,NA,0,0,0,0,0,NA,NA
29855,1981,9,26,NA,NA,0,0,0,0,0,NA,NA
29856,1981,9,27,NA,NA,0,0,0,0,0,NA,NA
29857,1981,9,28,NA,NA,0,0,0,0,0,NA,NA
29858,1981,9,29,NA,NA,0,0,0,0,0,NA,NA
29859,1981,9,30,NA,NA,0,0,0,0,0,NA,NA
29860,1981,10,1,NA,NA,0,0,0,0,0,NA,NA
29861,1981,10,2,NA,NA,0,0,0,0,0,NA,NA
29862,1981,10,3,NA,NA,0,0,0,0,0,NA,NA
29863,1981,10,4,NA,NA,0,0,0,0,0,NA,NA
29864,1981,10,5,NA,NA,10,0.33,8.382,10,0,NA,NA
29865,1981,10,6,NA,NA,0,0,0,10,0,NA,NA
29866,1981,10,7,NA,NA,0,0,0,10,0,NA,NA
29867,1981,10,8,NA,NA,0,0,0,10,0,NA,NA
29868,1981,10,9,NA,NA,0,0,0,10,0,NA,NA
29869,1981,10,10,NA,NA,0,0,0,10,0,NA,NA
29870,1981,10,11,NA,NA,0,0,0,10,0,NA,NA
29871,1981,10,12,NA,NA,0,0,0,10,0,NA,NA
29872,1981,10,13,NA,NA,0,0,0,10,0,NA,NA
29873,1981,10,14,NA,NA,0,0,0,10,0,NA,NA
29874,1981,10,15,NA,NA,15,0.42,10.668,25,10,NA,NA
29875,1981,10,16,NA,NA,0,0,0,25,NA,NA,NA
29876,1981,10,17,NA,NA,0,0,0,25,NA,NA,NA
29877,1981,10,18,NA,NA,0,0,0,25,0,NA,NA
29878,1981,10,19,NA,NA,0,0,0,25,0,NA,NA
29879,1981,10,20,NA,NA,0,0,0,25,0,NA,NA
29880,1981,10,21,NA,NA,0,0,0,25,0,NA,NA
29881,1981,10,22,NA,NA,0,0,0,25,0,NA,NA
29882,1981,10,23,NA,NA,0,0,0,25,0,NA,NA
29883,1981,10,24,NA,NA,25,0.77,19.558,50,20,NA,NA
29884,1981,10,25,NA,NA,0,0,0,50,NA,NA,NA
29885,1981,10,26,NA,NA,0,0,0,50,NA,NA,NA
29886,1981,10,27,NA,NA,0,0,0,50,NA,NA,NA
29887,1981,10,28,NA,NA,0,0,0,50,NA,NA,NA
29888,1981,10,29,NA,NA,10,0.31,7.874,60,10,NA,NA
29889,1981,10,30,NA,NA,17,0.44,11.176,77,26,NA,NA
29890,1981,10,31,NA,0.5,0,0,0,77,20,NA,NA
29891,1981,11,1,-12,6,0,0,0,77,15,NA,NA
29892,1981,11,2,-8,9,0,0,0,77,13,NA,NA
29893,1981,11,3,-9,8.5,0,0,0,77,12,NA,NA
29894,1981,11,4,-10,8,0,0,0,77,11,NA,NA
29895,1981,11,5,-9,8,0,0,0,77,11,NA,NA
29896,1981,11,6,-7,6.5,0,0,0,77,10,NA,NA
29897,1981,11,7,-4,2.5,7,0.16,4.064,84,11,NA,NA
29898,1981,11,8,-8,4.5,1,0.02,0.508,85,11,NA,NA
29899,1981,11,9,-11.5,5,0,0,0,85,10,NA,NA
29900,1981,11,10,-12,6,0,0,0,85,10,NA,NA
29901,1981,11,11,-10,7,0,0,0,85,10,NA,NA
29902,1981,11,12,-11,5.5,0,0,0,85,9,NA,NA
29903,1981,11,13,-8,8,0,0,0,85,8,NA,NA
29904,1981,11,14,-8,5.5,0,0,0,85,7,NA,NA
29905,1981,11,15,-1,6.5,1,0.02,0.508,86,6,NA,NA
29906,1981,11,16,-6,9.5,0,0,0,86,6,NA,NA
29907,1981,11,17,-8.5,9.5,0,0,0,86,5,NA,NA
29908,1981,11,18,-10,-4,14,0.25,6.35,100,16,NA,NA
29909,1981,11,19,-15,-5,2,0.05,1.27,102,16,NA,NA
29910,1981,11,20,-18,-1.5,0,0,0,102,15,NA,NA
29911,1981,11,21,-13,1,0,0,0,102,12,NA,NA
29912,1981,11,22,-4.5,3,0,0,0,102,10,NA,NA
29913,1981,11,23,-4,1,7,0.23,5.842,109,15,NA,NA
29914,1981,11,24,-4,7,0,0,0,109,15,NA,NA
29915,1981,11,25,-15,0,4,0.11,2.794,113,20,NA,NA
29916,1981,11,26,-21,-5.5,3,0.08,2.032,116,18,NA,NA
29917,1981,11,27,-18,-3.5,2,0.04,1.016,118,20,NA,NA
29918,1981,11,28,-21,-4,6,0.15,3.81,124,25,NA,NA
29919,1981,11,29,-11,-3.5,11,0.39,9.906,135,33,NA,NA
29920,1981,11,30,-11.5,-3.5,4,0.16,4.064,139,33,NA,NA
29921,1981,12,1,-18,-8.5,3,0.16,4.064,142,31,NA,NA
29922,1981,12,2,-19.5,-3,0,0,0,142,30,NA,NA
29923,1981,12,3,-9,-0.5,0,0,0,142,29,NA,NA
29924,1981,12,4,-19.5,2,0,0,0,142,29,NA,NA
29925,1981,12,5,-17,3,0,0,0,142,29,NA,NA
29926,1981,12,6,-12,3.5,0,0,0,142,28,NA,NA
29927,1981,12,7,-13.5,6,0,0,0,142,28,NA,NA
29928,1981,12,8,-13,5,0,0,0,142,28,NA,NA
29929,1981,12,9,-14.5,7,0,0,0,142,28,NA,NA
29930,1981,12,10,-11.5,2,0,0,0,142,27,NA,NA
29931,1981,12,11,-9,1,0,0,0,142,27,NA,NA
29932,1981,12,12,-9,0,6,0.17,4.318,148,31,NA,NA
29933,1981,12,13,-15,-4,5,0.12,3.048,153,33,NA,NA
29934,1981,12,14,-19.5,-4,1,0.03,0.762,154,32,NA,NA
29935,1981,12,15,-8.5,-3,30,0.56,14.224,184,59,NA,NA
29936,1981,12,16,-15,-7,3,0.06,1.524,187,52,NA,NA
29937,1981,12,17,-18,-10,2,0.05,1.27,189,51,NA,NA
29938,1981,12,18,-22,-1,0,0,0,189,49,NA,NA
29939,1981,12,19,-12,-0.5,0,0,0,189,46,NA,NA
29940,1981,12,20,-5,1.5,1,0.03,0.762,190,43,NA,NA
29941,1981,12,21,-7,-2.5,17,0.53,13.462,207,57,NA,NA
29942,1981,12,22,-20,-9,1,0.03,0.762,208,54,NA,NA
29943,1981,12,23,-28,-14,1,0.03,0.762,209,53,NA,NA
29944,1981,12,24,-32,-10.5,0,0,0,209,52,NA,NA
29945,1981,12,25,-17,-10,4,0.13,3.302,213,55,NA,NA
29946,1981,12,26,-17,-8,4,0.13,3.302,217,55,NA,NA
29947,1981,12,27,-15,-12,31,1.07,27.178,248,83,NA,NA
29948,1981,12,28,-16,-10,3,0.09,2.286,251,78,NA,NA
29949,1981,12,29,-14,-6.5,2,0.05,1.27,253,76,NA,NA
29950,1981,12,30,-10,-6,40,0.91,23.114,293,107,NA,NA
29951,1981,12,31,-12,-7.5,32,0.75,19.05,325,119,NA,NA
29952,1982,1,1,-7.5,-6.5,71,1.65,41.91,396,160,NA,NA
29953,1982,1,2,-23.5,-13,10,0.27,6.858,406,145,NA,NA
29954,1982,1,3,-19,-15,13,0.33,8.382,419,140,NA,NA
29955,1982,1,4,-23.5,-13,6,0.13,3.302,425,140,NA,NA
29956,1982,1,5,-16,-7,89,1.8,45.72,514,196,NA,NA
29957,1982,1,6,-23,-11,11,0.23,5.842,525,177,NA,NA
29958,1982,1,7,-33,-12,0,0,0,525,165,NA,NA
29959,1982,1,8,-31,-7,0,0,0,525,157,NA,NA
29960,1982,1,9,-17,-1,0,0,0,525,150,NA,NA
29961,1982,1,10,-14,-2,0,0,0,525,145,NA,NA
29962,1982,1,11,-14.5,-3,0,0,0,525,140,NA,NA
29963,1982,1,12,-22.5,-10,7,0.14,3.556,532,140,NA,NA
29964,1982,1,13,-21,-9.5,1,0.02,0.508,533,136,NA,NA
29965,1982,1,14,-20,-4,0,0,0,533,132,NA,NA
29966,1982,1,15,-12,-8,3,0.09,2.286,536,129,NA,NA
29967,1982,1,16,-13,-4,2,0.06,1.524,538,127,NA,NA
29968,1982,1,17,-8.5,0.5,0,0,0,538,124,NA,NA
29969,1982,1,18,-9.5,-2.5,0,0,0,538,122,NA,NA
29970,1982,1,19,-8.5,-5,11,0.23,5.842,549,127,NA,NA
29971,1982,1,20,-11,-7.5,11,0.32,8.128,560,134,NA,NA
29972,1982,1,21,-12,-8.5,7,0.16,4.064,567,132,NA,NA
29973,1982,1,22,-16,-14.5,9,0.24,6.096,576,132,NA,NA
29974,1982,1,23,-20,-6,5,0.15,3.81,581,133,NA,NA
29975,1982,1,24,-12,-1,1,0.03,0.762,582,131,NA,NA
29976,1982,1,25,-16.5,0,0,0,0,582,129,NA,NA
29977,1982,1,26,-11.5,5.5,0,0,0,582,127,NA,NA
29978,1982,1,27,-18,6,4,0.14,3.556,586,129,NA,NA
29979,1982,1,28,-20.5,-2.5,0,0,0,586,127,NA,NA
29980,1982,1,29,-13,-5.5,9,0.27,6.858,595,132,NA,NA
29981,1982,1,30,-19.5,-5.5,1,0.03,0.762,596,129,NA,NA
29982,1982,1,31,-20,-6,1,0.03,0.762,597,128,NA,NA
29983,1982,2,1,-20,-11,11,0.27,6.858,608,135,NA,NA
29984,1982,2,2,-25,-11.5,0,0,0,608,134,NA,NA
29985,1982,2,3,-26.5,-14,4,0.06,1.524,612,137,NA,NA
29986,1982,2,4,-18,-11.5,11,0.36,9.144,623,142,NA,NA
29987,1982,2,5,-24,-16.5,1,0.03,0.762,624,141,NA,NA
29988,1982,2,6,-34,-11.5,0,0,0,624,140,NA,NA
29989,1982,2,7,-30,-6,0,0,0,624,137,NA,NA
29990,1982,2,8,-15,-10,8,0.25,6.35,632,142,NA,NA
29991,1982,2,9,-19.5,-10.5,2,0.06,1.524,634,142,NA,NA
29992,1982,2,10,-18,-10.5,12,0.4,10.16,646,145,NA,NA
29993,1982,2,11,-21,-7.5,13,0.27,6.858,659,153,NA,NA
29994,1982,2,12,-25.5,-6.5,0,0,0,659,150,NA,NA
29995,1982,2,13,-23,0.5,0,0,0,659,147,NA,NA
29996,1982,2,14,-14,1.5,0,0,0,659,142,NA,NA
29997,1982,2,15,-8,-0.5,1,0.02,0.508,660,140,NA,NA
29998,1982,2,16,-13.5,0.5,2,0.04,1.016,662,142,NA,NA
29999,1982,2,17,-14,-2,2,0.05,1.27,664,141,NA,NA
30000,1982,2,18,-18,0.5,0,0,0,664,140,NA,NA
30001,1982,2,19,-19,-1,0,0,0,664,140,NA,NA
30002,1982,2,20,-14,4,0,0,0,664,139,NA,NA
30003,1982,2,21,-16,6,0,0,0,664,137,NA,NA
30004,1982,2,22,-11,5,0,0,0,664,136,NA,NA
30005,1982,2,23,-10.5,-1.5,11,0.3,7.62,675,144,NA,NA
30006,1982,2,24,-9.5,-1,1,0.04,1.016,676,142,NA,NA
30007,1982,2,25,-12,2,0,0,0,676,140,NA,NA
30008,1982,2,26,-20,0,0,0,0,676,140,NA,NA
30009,1982,2,27,-17.5,0.5,1,0.02,0.508,677,138,NA,NA
30010,1982,2,28,-11,2,0,0,0,677,137,NA,NA
30011,1982,3,1,-16,2,0,0,0,677,136,NA,NA
30012,1982,3,2,-5,0,18,0.5,12.7,695,148,NA,NA
30013,1982,3,3,-7,-2,40,0.97,24.638,735,170,NA,NA
30014,1982,3,4,-12,-6,12,0.38,9.652,747,172,NA,NA
30015,1982,3,5,-23.5,-6.5,0,0,0,747,168,NA,NA
30016,1982,3,6,-23,-7.5,0,0,0,747,165,NA,NA
30017,1982,3,7,-15.5,-6,1,0.02,0.508,748,165,NA,NA
30018,1982,3,8,-14.5,1,0,0,0,748,163,NA,NA
30019,1982,3,9,-7,0,5,0.11,2.794,753,163,NA,NA
30020,1982,3,10,-4,2,0,0,0,753,159,NA,NA
30021,1982,3,11,-8,-1.5,16,0.65,16.51,769,175,NA,NA
30022,1982,3,12,-6.5,-3,41,1.79,45.466,810,194,NA,NA
30023,1982,3,13,-13,4,0,0,0,810,189,NA,NA
30024,1982,3,14,-8,1,0,0,0,810,185,NA,NA
30025,1982,3,15,-7,-4,25,0.64,16.256,835,201,NA,NA
30026,1982,3,16,-10,0,10,0.25,6.35,845,203,NA,NA
30027,1982,3,17,-9.5,0,2,0.04,1.016,847,191,NA,NA
30028,1982,3,18,-12,0.5,0,0,0,847,190,NA,NA
30029,1982,3,19,-12,-9.5,22,0.64,16.256,869,198,NA,NA
30030,1982,3,20,-13.5,-7,9,0.19,4.826,878,197,NA,NA
30031,1982,3,21,-26,-5,0,0,0,878,194,NA,NA
30032,1982,3,22,-25,-3.5,1,0.02,0.508,879,193,NA,NA
30033,1982,3,23,-19,-1.5,0,0,0,879,189,NA,NA
30034,1982,3,24,-17,-3,0,0,0,879,187,NA,NA
30035,1982,3,25,-17,3,0,0,0,879,183,NA,NA
30036,1982,3,26,-11,-2.5,6,0.13,3.302,885,188,NA,NA
30037,1982,3,27,-6,3,8,0.17,4.318,893,184,NA,NA
30038,1982,3,28,-6,3.5,0,0,0,893,182,NA,NA
30039,1982,3,29,-8,-4.5,18,0.55,13.97,911,193,NA,NA
30040,1982,3,30,-12,-9,10,0.38,9.652,921,196,NA,NA
30041,1982,3,31,-19,2,0,0,0,921,189,NA,NA
30042,1982,4,1,-14,1.5,0,0,0,921,185,NA,NA
30043,1982,4,2,-13.5,-9,10,0.38,9.652,931,194,NA,NA
30044,1982,4,3,-19,2,0,0,0,931,191,NA,NA
30045,1982,4,4,-6,2,0,0,0,931,188,NA,NA
30046,1982,4,5,-16,-2,0,0,0,931,187,NA,NA
30047,1982,4,6,-10,-5,19,0.38,9.652,950,195,NA,NA
30048,1982,4,7,-9,-6.5,20,0.43,10.922,970,209,NA,NA
30049,1982,4,8,-18.5,-7,0,0,0,970,199,NA,NA
30050,1982,4,9,-12.5,-4,1,0.03,0.762,971,196,NA,NA
30051,1982,4,10,-22,1,1,0.02,0.508,972,192,NA,NA
30052,1982,4,11,-13.5,6,0,0,0,972,184,NA,NA
